,date,file_path,importance,articles
69,2023-11-02,001-228536.json,low,"['3', '5', '8', '13']"
70,2023-11-02,001-228533.json,low,"['3', '8', '5', '6', '13']"
71,2023-11-02,001-228538.json,low,"['3', '8', '5', '13', '10']"
72,2023-11-02,001-228535.json,low,"['3', '8', '14', '5', '6', '13']"
73,2023-11-02,001-228539.json,low,"['3', '8', '14', '13']"
74,2023-10-26,001-228376.json,low,"['3', '13']"
75,2023-10-26,001-228369.json,low,"['3', '8', '13']"
76,2023-10-26,001-228384.json,low,"['3', '5', '8', '13']"
77,2023-10-26,001-228381.json,low,"['3', '13']"
78,2023-10-26,001-228377.json,low,"['3', '13']"
79,2023-10-26,001-228378.json,low,"['3', '13']"
80,2023-10-26,001-228372.json,low,"['p1-3', '3', '8', '5', '6', '13']"
81,2023-10-26,001-228380.json,low,"['3', '13']"
82,2023-10-26,001-228373.json,low,"['3', '6', '8', '13']"
83,2023-10-26,001-228379.json,low,"['3', '13']"
84,2023-10-26,001-228382.json,low,"['3', '13']"
85,2023-10-19,001-228158.json,low,['5']
86,2023-10-19,001-228160.json,low,['5']
87,2023-10-19,001-228161.json,low,['5']
88,2023-10-19,001-228154.json,low,['8']
89,2023-10-19,001-228169.json,low,"['3', '5', '6', '13']"
90,2023-10-19,001-228159.json,low,"['5', '6', '13']"
91,2023-10-19,001-228170.json,low,['6']
92,2023-10-19,001-228172.json,low,"['6', '13']"
93,2023-10-05,001-227729.json,low,['6']
94,2023-10-05,001-227735.json,low,['5']
95,2023-10-05,001-227732.json,low,"['3', '5', '6', '13']"
96,2023-10-05,001-227734.json,low,"['5', '6', '13']"
97,2023-10-05,001-227746.json,low,"['3', '8', '13']"
98,2023-10-05,001-227743.json,low,"['3', '8', '13']"
99,2023-10-05,001-227753.json,low,"['3', '6', '13']"
100,2023-10-05,001-227751.json,low,['6']
101,2023-10-05,001-227742.json,low,"['3', '13']"
102,2023-10-05,001-227748.json,low,"['6', '13']"
103,2023-10-05,001-227752.json,low,"['3', '13']"
104,2023-10-05,001-227730.json,low,['5']
105,2023-10-05,001-227754.json,low,"['3', '5', '6', '13']"
106,2023-10-05,001-227723.json,low,"['3', '5', '6', '11']"
107,2023-10-05,001-227745.json,low,"['3', '13']"
108,2023-10-05,001-227744.json,low,"['6', '13']"
109,2023-10-05,001-227738.json,low,"['p7-4', '11', 'p7-2', '8', '5', '6', '10']"
110,2023-10-05,001-227722.json,low,['5']
111,2023-10-05,001-227726.json,low,['3']
112,2023-09-28,001-227642.json,low,"['p7-4', '11', '3', '5', '6']"
113,2023-09-28,001-227640.json,low,"['3', '13']"
114,2023-09-28,001-227638.json,low,"['3', '5', '6']"
115,2023-09-28,001-227637.json,low,"['3', '8', '13']"
116,2023-09-28,001-227641.json,low,"['3', '8', '13']"
117,2023-09-28,001-227643.json,low,"['3', '5', '6']"
118,2023-09-28,001-227644.json,low,"['3', '5', '6', '13']"
119,2023-09-21,001-226569.json,low,['3']
120,2023-09-21,001-226568.json,low,['3']
121,2023-09-21,001-226575.json,low,['6']
122,2023-09-21,001-226580.json,low,['6']
123,2023-09-21,001-226576.json,low,['5']
124,2023-09-21,001-226571.json,low,['3']
